TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 19d9f1d4e29eba6388ab9ad9a3e976c6
ERRORS:
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1314.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1317.
**** Item %BULLET for user (JINGOWAWA) is repeated in want list for 1322.
**** Item %ICAION for user (HYNIKS) is repeated in want list for 1769.
**** Item %TSUKUYUMI_FULL_MOON_DOWN_SECOND_EDITION____TSUKUYUMI_SUNRISE_KINGDOM___TSUKUYUMI_CHRONOMASTERS___TSUKUYUMI_SENTINELS___TSUKUYUMI_FULL_MOON_DOWN_FIREBORN_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_LORDS_OF_THE_LOST_SEA_EXPANSION___TSUKUYUMI_FULL_MOON_DOWN_SENTINELS_EXPANSION for user (HYNIKS) is repeated in want list for 1771.
**** Item 2042 is repeated in want list for 245.
**** Item 2042 is repeated in want list for 2523.
**** Item 2042 is repeated in want list for 513.
**** Item 2042 is repeated in want list for 520.
**** Item 217 is repeated in want list for 2523.
**** Item 217 is repeated in want list for 513.
**** Item 217 is repeated in want list for 520.
**** Item 2427 is repeated in want list for 2068.
**** Item 2873 is repeated in want list for 2806.
**** Item 2873 is repeated in want list for 2809.
**** Item 2873 is repeated in want list for 2815.
**** Item 2873 is repeated in want list for 2816.
**** Item 2873 is repeated in want list for 2821.
**** Item 2873 is repeated in want list for 2831.
**** Item 2934 is repeated in want list for 2379.
**** Item 2934 is repeated in want list for 2380.
**** Item 2934 is repeated in want list for 2382.
**** Item 2934 is repeated in want list for 2383.
**** Item 2934 is repeated in want list for 2384.
**** Item 2934 is repeated in want list for 2385.
**** Item 2934 is repeated in want list for 2386.
**** Item 2934 is repeated in want list for 2388.
**** Item 2934 is repeated in want list for 2392.
**** Item 2934 is repeated in want list for 2395.
**** Item 2934 is repeated in want list for 2406.
**** Item 2934 is repeated in want list for 2407.
**** Item 2934 is repeated in want list for 2410.
**** Item 2934 is repeated in want list for 2412.
**** Item 2934 is repeated in want list for 2414.
**** Item 2934 is repeated in want list for 2415.
**** Item 2934 is repeated in want list for 2419.
**** Item 2934 is repeated in want list for 2423.
**** Item 834 is repeated in want list for 2042.
**** Item 96 is repeated in want list for 2074.
**** Unknown item %7_WONDERS_DUEL for user (PIOTREKPIOTREK) (1 occurrence)
**** Unknown item %HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_CRISIS_CONTROL_HEGEMONY_LEAD_YOUR_CLASS_TO_VICTORY_HISTORICAL_EVENTS for user (YAVI) (4 occurrences)
**** Unknown item %HIGH_FRONTIER_4_ALL for user (YAVI) (2 occurrences)
**** Unknown item %KNOCKDOWN_VOLUME_II_KNOCKDOWN_VOLUME_III for user (MEFIUG) (19 occurrences)
**** Unknown item %WAR_CHEST for user (YOSEK) (1 occurrence)
**** Unknown item 1146, (1 occurrence)
**** Unknown item 12214 (1 occurrence)
**** Unknown item 12230 (1 occurrence)
**** Unknown item 1310, (1 occurrence)
**** Unknown item 1313, (4 occurrences)
**** Unknown item 1372, (4 occurrences)
**** Unknown item 1375, (3 occurrences)
**** Unknown item 1404209 (1 occurrence)
**** Unknown item 1487, (3 occurrences)
**** Unknown item 154 (1 occurrence)
**** Unknown item 155 (3 occurrences)
**** Unknown item 156 (4 occurrences)
**** Unknown item 158 (3 occurrences)
**** Unknown item 159 (1 occurrence)
**** Unknown item 160 (2 occurrences)
**** Unknown item 161 (10 occurrences)
**** Unknown item 1615, (1 occurrence)
**** Unknown item 162 (12 occurrences)
**** Unknown item 1623, (2 occurrences)
**** Unknown item 163 (36 occurrences)
**** Unknown item 1641, (2 occurrences)
**** Unknown item 1658, (4 occurrences)
**** Unknown item 1688, (2 occurrences)
**** Unknown item 1698, (1 occurrence)
**** Unknown item 1753, (1 occurrence)
**** Unknown item 1875, (3 occurrences)
**** Unknown item 1956, (4 occurrences)
**** Unknown item 2019 (10 occurrences)
**** Unknown item 204, (4 occurrences)
**** Unknown item 2043 (15 occurrences)
**** Unknown item 2046, (5 occurrences)
**** Unknown item 2069, (1 occurrence)
**** Unknown item 208, (1 occurrence)
**** Unknown item 2089 (3 occurrences)
**** Unknown item 2092 (2 occurrences)
**** Unknown item 2102, (3 occurrences)
**** Unknown item 211, (2 occurrences)
**** Unknown item 2149, (3 occurrences)
**** Unknown item 2185 (1 occurrence)
**** Unknown item 2187 (1 occurrence)
**** Unknown item 2190 (25 occurrences)
**** Unknown item 2215, (1 occurrence)
**** Unknown item 237, (3 occurrences)
**** Unknown item 2401 (55 occurrences)
**** Unknown item 2434 (1 occurrence)
**** Unknown item 244 (29 occurrences)
**** Unknown item 2440 (40 occurrences)
**** Unknown item 2448 (2 occurrences)
**** Unknown item 2457 (29 occurrences)
**** Unknown item 2459 (2 occurrences)
**** Unknown item 2479 (40 occurrences)
**** Unknown item 24992286 (1 occurrence)
**** Unknown item 266, (1 occurrence)
**** Unknown item 2713 (5 occurrences)
**** Unknown item 2715 (17 occurrences)
**** Unknown item 2730, (2 occurrences)
**** Unknown item 2748 (9 occurrences)
**** Unknown item 2765 (3 occurrences)
**** Unknown item 2947, (1 occurrence)
**** Unknown item 3066 (38 occurrences)
**** Unknown item 386, (4 occurrences)
**** Unknown item 390, (3 occurrences)
**** Unknown item 430 (12 occurrences)
**** Unknown item 560, (2 occurrences)
**** Unknown item 631 (1 occurrence)
**** Unknown item 638 (1 occurrence)
**** Unknown item 660, (4 occurrences)
**** Unknown item 681, (3 occurrences)
**** Unknown item 755, (4 occurrences)
**** Unknown item 781 (58 occurrences)
**** Unknown item 782 (56 occurrences)
**** Unknown item 844 (1 occurrence)
**** Unknown item 863, (3 occurrences)
**** Unknown item LOST_RUINS_OF_ARNAK (6 occurrences)
**** Unknown item THESAUROS (1 occurrence)

TRADE LOOPS (498 total trades):

(DOMBAS) 2298          receives (LISEK2000) 1944
(KARTMAN7) 3059        receives (MELUSINA) 2572        and sends to (RYSKAL) 1541
(KATSEK) 1412                      does not trade
(KATSEK) 1413                      does not trade
(KATSEK) 1414                      does not trade
(KATSEK) 1415                      does not trade
(KATSEK) 1416          receives (MORKRET) 3010         and sends to (LYNX32) 2859
(KATSEK) 1417                      does not trade
(KATSEK) 1418                      does not trade
(KATSEK) 1419                      does not trade
(KATSEK) 1420          receives (TOPBGG) 135           and sends to (LUKI364) 761
(KDSZ) 615                         does not trade
(KDSZ) 617                         does not trade
(KDSZ) 619                         does not trade
(KDSZ) 620             receives (GOLEBIOWSKI) 134      and sends to (TOPBGG) 144
(KDSZ) 622                         does not trade
(KDSZ) 624                         does not trade
(KEROVAN14) 200                    does not trade
(KEROVAN14) 206        receives (PATRYKGALKA) 302      and sends to (MEFIUG) 1736
(KEROVAN14) 207                    does not trade
(KEROVAN14) 208                    does not trade
(KEROVAN14) 209                    does not trade
(KEROVAN14) 210                    does not trade
(KEROVAN14) 211                    does not trade
(KEROVAN14) 212                    does not trade
(KEROVAN14) 213                    does not trade
(KEROVAN14) 214                    does not trade
(KEROVAN14) 215                    does not trade
(KEROVAN14) 216                    does not trade
(KEROVAN14) 217                    does not trade
(KEROVAN14) 218                    does not trade
(KEROVAN14) 219                    does not trade
(KEROVAN14) 220                    does not trade
(KEROVAN14) 221        receives (CZWARTY) 466          and sends to (ARCANUM17) 1058
(KEROVAN14) 222        receives (KARTMAN7) 1295        and sends to (MARSINT) 1574
(KEROVAN14) 223                    does not trade
(KEROVAN14) 224        receives (INZI21) 2576          and sends to (MAGUN071) 1497
(KEROVAN14) 225                    does not trade
(KEROVAN14) 226                    does not trade
(KEROVAN14) 227        receives (PANCOR) 1242          and sends to (GRZECHOO104) 2798
(KEROVAN14) 228                    does not trade
(KEROVAN14) 229                    does not trade
(KEROVAN14) 230                    does not trade
(KEROVAN14) 231                    does not trade
(KEROVAN14) 232                    does not trade
(KEROVAN14) 233        receives (VORONWE) 1617         and sends to (STACHU772) 521
(KEROVAN14) 234                    does not trade
(KEROVAN14) 235                    does not trade
(KEROVAN14) 236                    does not trade
(KEROVAN14) 237                    does not trade
(KEROVAN14) 238                    does not trade
(KEROVAN14) 239                    does not trade
(KEROVAN14) 240        receives (PROBBI) 1421          and sends to (GRZECHOO104) 2721
(KEROVAN14) 241                    does not trade
(KEROVAN14) 242                    does not trade
(KEROVAN14) 243                    does not trade
(KEROVAN14) 2556                   does not trade
(KEROVAN14) 2557                   does not trade
(KEROVAN14) 2559                   does not trade
(KEROVAN14) 2560                   does not trade
(KEROVAN14) 2561                   does not trade
(KEROVAN14) 2563                   does not trade
(KEROVAN14) 2564                   does not trade
(KEROVAN14) 2565       receives (VORONWE) 1618         and sends to (JAKUBWAKIEC) 653
(KEROVAN14) 2566                   does not trade
(KEROVAN14) 2567                   does not trade
(KEROVAN14) 2568                   does not trade
(KLANCYG) 503                      does not trade
(KLANCYG) 504                      does not trade
(KLANCYG) 505                      does not trade
(KLANCYG) 506                      does not trade
(KLANCYG) 507          receives (SWIROFF) 1850         and sends to (JNOWACZY) 1867
(KLANCYG) 508          receives (PANCOR) 3045          and sends to (OMAM1234) 805
(KLANCYG) 509                      does not trade
(KLANCYG) 510                      does not trade
(KLANCYG) 511          receives (YNIDHOGG) 2450        and sends to (RUTRA1992) 2451
(KLANCYG) 512                      does not trade
(KMET) 1981                        does not trade
(KMET) 1982            receives (SWIROFF) 476          and sends to (PANCOR) 1242
(KMET) 1983                        does not trade
(KMET) 1985                        does not trade
(KMET) 1986                        does not trade
(KMET) 1987                        does not trade
(KMET) 1988                        does not trade
(KONRADSTPN) 100                   does not trade
(KONRADSTPN) 101                   does not trade
(KONRADSTPN) 102                   does not trade
(KONRADSTPN) 103                   does not trade
(KONRADSTPN) 104                   does not trade
(KONRADSTPN) 105                   does not trade
(KONRADSTPN) 106                   does not trade
(KONRADSTPN) 107                   does not trade
(KONRADSTPN) 108                   does not trade
(KONRADSTPN) 109                   does not trade
(KONRADSTPN) 110                   does not trade
(KONRADSTPN) 112                   does not trade
(KONRADSTPN) 113                   does not trade
(KONRADSTPN) 115                   does not trade
(KONRADSTPN) 116                   does not trade
(KONRADSTPN) 118                   does not trade
(KONRADSTPN) 120                   does not trade
(KONRADSTPN) 121                   does not trade
(KONRADSTPN) 123                   does not trade
(KONRADSTPN) 124                   does not trade
(KONRADSTPN) 126                   does not trade
(KONRADSTPN) 127                   does not trade
(KONRADSTPN) 128                   does not trade
(KONRADSTPN) 129                   does not trade
(KONRADSTPN) 130                   does not trade
(KONRADSTPN) 131                   does not trade
(KONRADSTPN) 132                   does not trade
(KONRADSTPN) 133       receives (SCRABER) 2292         and sends to (KOPEC) 406
(KONRADSTPN) 2280                  does not trade
(KONRADSTPN) 64                    does not trade
(KONRADSTPN) 65                    does not trade
(KONRADSTPN) 66                    does not trade
(KONRADSTPN) 67        receives (FURAN) 860            and sends to (RAFAL1991) 697
(KONRADSTPN) 68                    does not trade
(KONRADSTPN) 69                    does not trade
(KONRADSTPN) 70                    does not trade
(KONRADSTPN) 71                    does not trade
(KONRADSTPN) 72                    does not trade
(KONRADSTPN) 73                    does not trade
(KONRADSTPN) 74                    does not trade
(KONRADSTPN) 75                    does not trade
(KONRADSTPN) 76                    does not trade
(KONRADSTPN) 77                    does not trade
(KONRADSTPN) 78        receives (GINET1) 2938          and sends to (MUDIABC) 756
(KONRADSTPN) 79                    does not trade
(KONRADSTPN) 80                    does not trade
(KONRADSTPN) 81                    does not trade
(KONRADSTPN) 82        receives (MAT_EYO) 1516         and sends to (MISIENCJUSZ) 433
(KONRADSTPN) 83                    does not trade
(KONRADSTPN) 84                    does not trade
(KONRADSTPN) 85                    does not trade
(KONRADSTPN) 86                    does not trade
(KONRADSTPN) 87                    does not trade
(KONRADSTPN) 88                    does not trade
(KONRADSTPN) 89                    does not trade
(KONRADSTPN) 90                    does not trade
(KONRADSTPN) 91                    does not trade
(KONRADSTPN) 92                    does not trade
(KONRADSTPN) 93                    does not trade
(KONRADSTPN) 94                    does not trade
(KONRADSTPN) 95                    does not trade
(KONRADSTPN) 96                    does not trade
(KONRADSTPN) 963                   does not trade
(KONRADSTPN) 964                   does not trade
(KONRADSTPN) 965                   does not trade
(KONRADSTPN) 966                   does not trade
(KONRADSTPN) 968                   does not trade
(KONRADSTPN) 969                   does not trade
(KONRADSTPN) 97                    does not trade
(KONRADSTPN) 98                    does not trade
(KONRADSTPN) 985                   does not trade
(KONRADSTPN) 99                    does not trade
(KONRADSTPN) 991                   does not trade
(KONTRABAS) 1481                   does not trade
(KONTRABAS) 1482                   does not trade
(KONTRABAS) 1483                   does not trade
(KONTRABAS) 1484                   does not trade
(KONTRABAS) 1485       receives (STACHUSTACH187) 1498  and sends to (KUBAP) 3025
(KONTRABAS) 1486       receives (SCRABER) 1400         and sends to (DZIUM8) 1047
(KONTRABAS) 1487                   does not trade
(KONTRABAS) 1488                   does not trade
(KONTRABAS) 1489       receives (DIBBLER) 3026         and sends to (PIOTR1) 789
(KONTRABAS) 1490                   does not trade
(KONTRABAS) 1491                   does not trade
(KONTRABAS) 1492                   does not trade
(KONTRABAS) 1493                   does not trade
(KONTRABAS) 1496       receives (PATRYKGALKA) 260      and sends to (MATHANDELJR90) 2442
(KOPEC) 2284                       does not trade
(KOPEC) 403                        does not trade
(KOPEC) 404                        does not trade
(KOPEC) 405                        does not trade
(KOPEC) 406            receives (KONRADSTPN) 133       and sends to (ZIELONESZKIELKO) 851
(KOPEC) 407                        does not trade
(KOPEC) 408                        does not trade
(KOPEC) 409                        does not trade
(KOPEC) 410                        does not trade
(KOPEC) 411                        does not trade
(KOPEC) 412                        does not trade
(KOPEC) 413                        does not trade
(KOPEC) 414                        does not trade
(KOPEC) 415                        does not trade
(KOPEC) 416                        does not trade
(KOPEC) 417                        does not trade
(KOPEC) 418                        does not trade
(KOPEC) 419                        does not trade
(KOPEC) 420                        does not trade
(KOPEC) 421                        does not trade
(KOPEC) 422                        does not trade
(KOPEC) 423            receives (MISIENCJUSZ) 434      and sends to (CZOCHRUN) 836
(KOPEC) 424                        does not trade
(KOPEC) 425                        does not trade
(KOPEC) 426                        does not trade
(KOPEC) 427                        does not trade
(KOPEC) 428                        does not trade
(KOPEC) 429                        does not trade
(KRASNY853) 2590                   does not trade
(KRASNY853) 2591                   does not trade
(KRASNY853) 2592       receives (JNOWACZY) 1869        and sends to (ZABOWSKI) 2836
(KROMKA) 1905                      does not trade
(KROMKA) 1910                      does not trade
(KROMKA) 858                       does not trade
(KROMKA) 861                       does not trade
(KROMKA) 863           receives (TOPBGG) 2353          and sends to (ANOPTICHTYS) 340
(KROMKA) 945                       does not trade
(KROMKA) 946                       does not trade
(KUBAP) 2221           receives (LONYY) 806            and sends to (TH13TEEN) 198
(KUBAP) 2223           receives (SYDONIAA) 12          and sends to (SZEWSTER) 758
(KUBAP) 2224                       does not trade
(KUBAP) 2226                       does not trade
(KUBAP) 2228                       does not trade
(KUBAP) 2229                       does not trade
(KUBAP) 2231                       does not trade
(KUBAP) 2234                       does not trade
(KUBAP) 2235                       does not trade
(KUBAP) 2237                       does not trade
(KUBAP) 2239                       does not trade
(KUBAP) 2241                       does not trade
(KUBAP) 2243                       does not trade
(KUBAP) 2245                       does not trade
(KUBAP) 2246           receives (STACHUSTACH187) 739   and sends to (PANCOR) 2624
(KUBAP) 2250                       does not trade
(KUBAP) 2253                       does not trade
(KUBAP) 2257                       does not trade
(KUBAP) 2261                       does not trade
(KUBAP) 2270           receives (PATRYKGALKA) 261      and sends to (MISIENCJUSZ) 437
(KUBAP) 2283                       does not trade
(KUBAP) 2307                       does not trade
(KUBAP) 2988                       does not trade
(KUBAP) 2989                       does not trade
(KUBAP) 2992                       does not trade
(KUBAP) 2993                       does not trade
(KUBAP) 2994                       does not trade
(KUBAP) 2995                       does not trade
(KUBAP) 2996                       does not trade
(KUBAP) 3019                       does not trade
(KUBAP) 3022                       does not trade
(KUBAP) 3023                       does not trade
(KUBAP) 3025           receives (KONTRABAS) 1485       and sends to (SVFFF) 650
(KUBAP) 3027                       does not trade
(KUBAP) 3028                       does not trade
(KUBAP) 3030                       does not trade
(KUBAP) 3031                       does not trade
(KUBAP) 3032                       does not trade
(KUBAP) 3033                       does not trade
(KUBAP) 3034                       does not trade
(KUBAP) 3035                       does not trade
(KUBAP) 3036                       does not trade
(KUBAP) 3037                       does not trade
(KUBAP) 3038                       does not trade
(LADZIK) 2745                      does not trade
(LADZIK) 2750                      does not trade
(LADZIK) 2757                      does not trade
(LADZIK) 2760                      does not trade
(LADZIK) 2762                      does not trade
(LADZIK) 2763          receives (CIUPAKABRA997) 499    and sends to (CLAVI) 2263
(LADZIK) 2764          receives (GINET1) 2932          and sends to (MELUSINA) 2562
(LADZIK) 2774                      does not trade
(LADZIK) 2776          receives (DZIUM8) 1051          and sends to (ITSTHISGUYAGAIN) 443
(LADZIK) 2778          receives (MIZIO) 2606           and sends to (MARBEL) 803
(LADZIK) 2781                      does not trade
(LADZIK) 2784          receives (ZABOWSKI) 908         and sends to (YNIDHOGG) 2443
(LADZIK) 2787                      does not trade
(LADZIK) 2789          receives (ZERTHIN) 1745         and sends to (CORRAN) 749
(LADZIK) 2791          receives (WOOL_F) 2684          and sends to (WUDUPIPOL) 1374
(LADZIK) 2794                      does not trade
(LADZIK) 2802          receives (TOPBGG) 1362          and sends to (KARTMAN7) 1305
(LAMAPATT) 2361                    does not trade
(LAMAPATT) 2362                    does not trade
(LAMAPATT) 2363        receives (PLANSZOWIEC) 2695     and sends to (HAPPOSAI) 737
(LAMAPATT) 2365                    does not trade
(LASSE LINDSTROM) 2484             does not trade
(LASSE LINDSTROM) 2485             does not trade
(LASSE LINDSTROM) 2488             does not trade
(LASSE LINDSTROM) 2494             does not trade
(LASSE LINDSTROM) 2496             does not trade
(LASSE LINDSTROM) 2498             does not trade
(LASSE LINDSTROM) 2499 receives (CAFFREYRLS) 2051      and sends to (MELUSINA) 171
(LASSE LINDSTROM) 2500             does not trade
(LASSE LINDSTROM) 2502             does not trade
(LEINADUS) 2333                    does not trade
(LEINADUS) 2334                    does not trade
(LEINADUS) 2335        receives (ZABOWSKI) 871         and sends to (ZABOWSKI) 933
(LEINADUS) 2336                    does not trade
(LEINADUS) 2337                    does not trade
(LEINADUS) 2338                    does not trade
(LEINADUS) 2342                    does not trade
(LEINADUS) 2343                    does not trade
(LEINADUS) 2344        receives (PIOTREKPIOTREK) 2610  and sends to (YAVI) 2469
(LEINADUS) 2345                    does not trade
(LEINADUS) 2346                    does not trade
(LEINADUS) 2347                    does not trade
(LEINADUS) 3046                    does not trade
(LEINADUS) 3058                    does not trade
(LEINADUS) 3064                    does not trade
(LIENTAL) 785          receives (PANCOR) 1213          and sends to (HYNIKS) 1775
(LIENTAL) 786                      does not trade
(LIENTAL) 787                      does not trade
(LIMPINGMAN) 1755                  does not trade
(LIMPINGMAN) 1756                  does not trade
(LIMPINGMAN) 1757      receives (WUDUPIPOL) 1374       and sends to (BOBQ) 2160
(LIMPINGMAN) 1758                  does not trade
(LIMPINGMAN) 1759                  does not trade
(LIMPINGMAN) 1760                  does not trade
(LIMPINGMAN) 1761                  does not trade
(LIMPINGMAN) 1762      receives (PHILM78) 1815         and sends to (PANCOR) 1146
(LIMPINGMAN) 1763                  does not trade
(LIMPINGMAN) 1764                  does not trade
(LIMPINGMAN) 1765      receives (ZABOWSKI) 876         and sends to (GARG) 2182
(LIMPINGMAN) 1766                  does not trade
(LIMPINGMAN) 1773      receives (MANKOSLAW) 490        and sends to (PTEROGROM) 1395
(LISEK2000) 1864                   does not trade
(LISEK2000) 1874                   does not trade
(LISEK2000) 1875                   does not trade
(LISEK2000) 1878                   does not trade
