TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 6575579fb1848a58172e4e399946712e
ERRORS:
**** Item %BONFIRE for user (ISKRANAPROCHY) is repeated in want list for 2619.
**** Item %DARWIN for user (JAGASTR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2275.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2277.
**** Item %DARWIN for user (JAGASTR) is repeated in want list for 2285.
**** Item %DWERGAR for user (KUSIEN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORGOTTEN_WATERS for user (MARTIXX) is repeated in want list for 1513.
**** Item %FROSTPUNK_ALL_IN for user (POLO15) is repeated in want list for 739.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1557.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1559.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1561.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1564.
**** Item %SMALL_WORLD for user (ROPSONIK) is repeated in want list for 1566.
**** Item 1483 is repeated in want list for 2094.
**** Item 1851 is repeated in want list for 820.
**** Item 1851 is repeated in want list for 869.
**** Item 1851 is repeated in want list for 870.
**** Item 1851 is repeated in want list for 871.
**** Item 1851 is repeated in want list for 872.
**** Item 1851 is repeated in want list for 875.
**** Item 1851 is repeated in want list for 879.
**** Item 1851 is repeated in want list for 987.
**** Item 1852 is repeated in want list for 869.
**** Item 1852 is repeated in want list for 870.
**** Item 1852 is repeated in want list for 871.
**** Item 1852 is repeated in want list for 872.
**** Item 1852 is repeated in want list for 875.
**** Item 1852 is repeated in want list for 879.
**** Item 1852 is repeated in want list for 987.
**** Item 1883 is repeated in want list for 820.
**** Item 197 is repeated in want list for 1236.
**** Item 1973 is repeated in want list for 1527.
**** Item 228 is repeated in want list for 869.
**** Item 228 is repeated in want list for 870.
**** Item 228 is repeated in want list for 871.
**** Item 228 is repeated in want list for 872.
**** Item 228 is repeated in want list for 875.
**** Item 228 is repeated in want list for 879.
**** Item 228 is repeated in want list for 987.
**** Item 2291 is repeated in want list for 2108.
**** Item 2496 is repeated in want list for 1236.
**** Item 326 is repeated in want list for 2094.
**** Item 351 is repeated in want list for 1236.
**** Item 432 is repeated in want list for 2215.
**** Item 855 is repeated in want list for 2094.
**** Item 878 is repeated in want list for %ROLL_PLAYER for user (JAGGA68).
**** Unknown item %1700438958179 for user (DGRODO) (2 occurrences)
**** Unknown item %BONFIRE_BONFIRE_TREES_CREATURES for user (GABENS29) (1 occurrence)
**** Unknown item %PANDEMIC_FALL_OF_ROME for user (KURUNIR) (1 occurrence)
**** Unknown item %THE_KING_IS_DEAD_SECOND_EDITION_THE_KING_IS_DEAD_BETRAY_PROMO_CARD for user (LEINADUS) (2 occurrences)
**** Unknown item 042 (1 occurrence)
**** Unknown item 1459 (16 occurrences)
**** Unknown item 1462 (4 occurrences)
**** Unknown item 1464 (1 occurrence)
**** Unknown item 1466 (4 occurrences)
**** Unknown item 1468 (50 occurrences)
**** Unknown item 1757 (11 occurrences)
**** Unknown item 1762 (13 occurrences)
**** Unknown item 1764 (4 occurrences)
**** Unknown item 1766 (8 occurrences)
**** Unknown item 1768 (11 occurrences)
**** Unknown item 2164 (8 occurrences)
**** Unknown item 2167 (6 occurrences)
**** Unknown item 2169 (2 occurrences)
**** Unknown item 2170 (30 occurrences)
**** Unknown item 2172 (29 occurrences)
**** Unknown item 2173 (31 occurrences)
**** Unknown item 2175 (44 occurrences)
**** Unknown item 2179 (48 occurrences)
**** Unknown item 2180 (29 occurrences)
**** Unknown item 2181 (5 occurrences)
**** Unknown item 2182 (7 occurrences)
**** Unknown item 2222 (73 occurrences)
**** Unknown item 2224 (31 occurrences)
**** Unknown item 2225 (39 occurrences)
**** Unknown item 2228 (61 occurrences)
**** Unknown item 2230 (6 occurrences)
**** Unknown item 2249 (45 occurrences)
**** Unknown item 2253 (18 occurrences)
**** Unknown item 2490 (39 occurrences)
**** Unknown item 2492 (1 occurrence)
**** Unknown item 2577 (1 occurrence)
**** Unknown item 2578 (60 occurrences)
**** Unknown item 2580 (16 occurrences)
**** Unknown item 2583 (25 occurrences)
**** Unknown item 2585 (29 occurrences)
**** Unknown item 2588 (2 occurrences)
**** Unknown item 2589 (2 occurrences)
**** Unknown item 2594 (31 occurrences)
**** Unknown item 2595 (14 occurrences)
**** Unknown item 2596 (38 occurrences)
**** Unknown item 308 (70 occurrences)
**** Unknown item 309 (6 occurrences)
**** Unknown item 310 (63 occurrences)
**** Unknown item 311 (5 occurrences)
**** Unknown item 312 (107 occurrences)
**** Unknown item 394 (33 occurrences)
**** Unknown item 559 (4 occurrences)

TRADE LOOPS (715 total trades):

(_SLY_) 451            receives (ANOPTICHTYS) 1614
(GRUNWALD) 488         receives (FPS_PYZ) 1731         and sends to (PUSHEENEIRO) 823
(GRUNWALD) 489         receives (TRINGA) 639           and sends to (TRINGA) 639
(GRUNWALD) 490         receives (JNOWACZY) 427         and sends to (MARUDA_24) 1046
(GRUNWALD) 491         receives (JIMTERR) 2108         and sends to (JAKUBWAKIEC) 677
(GRUNWALD) 653                     does not trade
(GRYZLI83) 1045                    does not trade
(GRYZLI83) 396                     does not trade
(GRYZLI83) 399                     does not trade
(GRYZLI83) 401                     does not trade
(GRYZLI83) 404                     does not trade
(GRYZLI83) 409                     does not trade
(GRYZLI83) 411                     does not trade
(GRYZLI83) 413                     does not trade
(GRYZLI83) 416                     does not trade
(GRYZLI83) 417         receives (BAAKA) 363            and sends to (PAGA54) 1187
(GRYZLI83) 419                     does not trade
(GRYZLI83) 420                     does not trade
(GRYZLI83) 422                     does not trade
(GRYZLI83) 423                     does not trade
(GRZECHOO104) 2041                 does not trade
(GRZECHOO104) 2042                 does not trade
(GRZECHOO104) 2043                 does not trade
(GRZECHOO104) 2045                 does not trade
(GRZECHOO104) 2046                 does not trade
(GRZECHOO104) 2047     receives (SHAKQ) 2334           and sends to (WAGNER123) 398
(GRZEG0RZ) 1061        receives (ZAWATERNIOK) 297      and sends to (VENOSTHE) 236
(GRZEG0RZ) 1063                    does not trade
(GRZEG0RZ) 1064                    does not trade
(GRZEG0RZ) 1065        receives (TYMOTEUSZ7) 540       and sends to (VORONWE) 888
(GRZEG0RZ) 2604                    does not trade
(GRZEGORZX) 1724                   does not trade
(GRZEGORZX) 1733                   does not trade
(GRZEGORZX) 1737       receives (KOMIX) 1595           and sends to (BADO666) 1016
(GRZEGORZX) 1743                   does not trade
(GRZZZ) 1583                       does not trade
(GRZZZ) 1585                       does not trade
(GRZZZ) 1586                       does not trade
(GRZZZ) 1587                       does not trade
(HARDKOR) 34                       does not trade
(HARDKOR) 40                       does not trade
(HARDKOR) 45                       does not trade
(HARDKOR) 49                       does not trade
(HARDKOR) 59                       does not trade
(HARUN) 1169           receives (ANDRZEYEK) 1818       and sends to (MIZIO) 1639
(HARUN) 1170                       does not trade
(HARUN) 1171                       does not trade
(HELBENTFORLEDER) 618  receives (LEINADUS) 706         and sends to (VDER) 2102
(HELBENTFORLEDER) 619              does not trade
(HELLOWEEN85) 2000     receives (DOCIA) 2611           and sends to (PAROOS) 1753
(HELLOWEEN85) 853      receives (LISEK2000) 1541       and sends to (XENIR) 696
(HELLOWEEN85) 854      receives (GABENS29) 1469        and sends to (MGRAJCAREK) 392
(HELLOWEEN85) 855      receives (MZEPTER) 1495         and sends to (VOYDEN) 128
(HELLOWEEN85) 856                  does not trade
(HELLOWEEN85) 858      receives (BART HENRY) 2236      and sends to (MAJZOWNIK) 1079
(HRACHUBI) 1087                    does not trade
(HRACHUBI) 547                     does not trade
(HRACHUBI) 55                      does not trade
(HRACHUBI) 64          receives (PEPER777) 976         and sends to (BOGAS_9) 1652
(HRACHUBI) 79                      does not trade
(HRACHUBI) 94                      does not trade
(HRACHUBI) 97                      does not trade
(HYNIKS) 546                       does not trade
(IRON84) 1014                      does not trade
(IRONHAWK) 1223        receives (APIEJH) 1650          and sends to (MORMAKILL) 30
(IRONHAWK) 1225                    does not trade
(ISKRANAPROCHY) 1770   receives (XENIR) 696            and sends to (AKWAMARYNOWY) 230
(ISKRANAPROCHY) 1785               does not trade
(ISKRANAPROCHY) 1793               does not trade
(ISKRANAPROCHY) 1820               does not trade
(ISKRANAPROCHY) 1842               does not trade
(ISKRANAPROCHY) 1999               does not trade
(ISKRANAPROCHY) 2615               does not trade
(ISKRANAPROCHY) 2617   receives (BAARTOSZZ) 389        and sends to (LUKASHI) 601
(ISKRANAPROCHY) 2619               does not trade
(ISKRANAPROCHY) 2630               does not trade
(ITSTHISGUYAGAIN) 1224 receives (SZAFARCZYK5) 293      and sends to (PUSHEENEIRO) 825
(ITSTHISGUYAGAIN) 1226             does not trade
(ITSTHISGUYAGAIN) 1227             does not trade
(ITSTHISGUYAGAIN) 1228 receives (PUSHEENEIRO) 834      and sends to (RODAN77) 957
(JACEKBARBER) 1036                 does not trade
(JACEKBARBER) 1037                 does not trade
(JACEKBARBER) 1038     receives (SIPIO) 1676           and sends to (KARTMAN7) 589
(JACEKBARBER) 1039                 does not trade
(JACEKBARBER) 1040                 does not trade
(JACEKBARBER) 1041     receives (PIZZACHIP) 982        and sends to (SZAFARCZYK5) 287
(JACEKBARBER) 1342     receives (ZAWATERNIOK) 315      and sends to (APIEJH) 1647
(JACEKBARBER) 1343                 does not trade
(JACEKBARBER) 1344                 does not trade
(JACEKBARBER) 1345                 does not trade
(JACEKBARBER) 1346                 does not trade
(JACEKBARBER) 1347                 does not trade
(JACEKBARBER) 1348     receives (PATT23R) 1305         and sends to (ARCRAYD) 1089
(JACEKBARBER) 1352     receives (SWIROFF) 886          and sends to (MARKOO) 2587
(JACEKBARBER) 1353     receives (BARTMAN71) 1702       and sends to (MADZIALENA7) 2092
(JACEKBARBER) 1354                 does not trade
(JACEKBARBER) 1355     receives (MISIENCJUSZ) 1823     and sends to (ADMI99) 224
(JACEKBARBER) 1356                 does not trade
(JACEKBARBER) 1357                 does not trade
(JACEKBARBER) 1358                 does not trade
(JACEKBARBER) 1360     receives (AKWAMARYNOWY) 230     and sends to (LISEK2000) 1529
(JACEKBARBER) 1362                 does not trade
(JACEKBARBER) 1787     receives (BAARTOSZZ) 374        and sends to (ALUCARD8282) 995
(JACEKBARBER) 1788                 does not trade
(JAGASTR) 2275         receives (GOLEBIOWSKI) 496      and sends to (_SLY_) 453
(JAGASTR) 2277                     does not trade
(JAGASTR) 2285         receives (CHARLIEVEGAN) 2640    and sends to (KROMKA) 524
(JAGASTR) 2287         receives (MARKOO) 2592          and sends to (SKOTI) 1897
(JAGASTR) 2293         receives (PUSHEENEIRO) 835      and sends to (DIBBLER) 560
(JAGGA68) 1821                     does not trade
(JAGGA68) 1822                     does not trade
(JAGGA68) 1824                     does not trade
(JAGGA68) 1825                     does not trade
(JAGGA68) 1826                     does not trade
(JAGGA68) 1827                     does not trade
(JAGGA68) 1829                     does not trade
(JAGGA68) 1830                     does not trade
(JAGGA68) 1831                     does not trade
(JAGGA68) 1832                     does not trade
(JAGGA68) 1833                     does not trade
(JAGGA68) 1834                     does not trade
(JAGGA68) 1836                     does not trade
(JAGGA68) 1838         receives (SCRABER) 1013         and sends to (ADMI99) 219
(JAGGA68) 1839                     does not trade
(JAGGA68) 1840                     does not trade
(JAKUBWAKIEC) 1450                 does not trade
(JAKUBWAKIEC) 1540     receives (SWONICK) 2638         and sends to (ANOPTICHTYS) 1610
(JAKUBWAKIEC) 676      receives (PANDORZECZA) 1521     and sends to (JENNY70) 2239
(JAKUBWAKIEC) 677      receives (GRUNWALD) 491         and sends to (PIOTR1) 1030
(JAKUBWAKIEC) 678      receives (PATRYKGALKA) 142      and sends to (MARKOO) 2593
(JAKUBWAKIEC) 679                  does not trade
(JAKUBWAKIEC) 681      receives (ALUCARD8282) 994      and sends to (DEEDO72) 2087
(JAKUBWAKIEC) 682      receives (MACCOWY) 1899         and sends to (LADZIK) 2218
(JAKUBWAKIEC) 685      receives (KOMIX) 1601           and sends to (MAMCZAR63) 1229
(JAKUBWAKIEC) 686                  does not trade
(JEDREK) 2316          receives (KORPOREJSZYN) 1103    and sends to (REEVS) 2567
(JEDREK) 318                       does not trade
(JEDREK) 323                       does not trade
(JEDREK) 328                       does not trade
(JEDREK) 336           receives (PANCOR) 2645          and sends to (DAWTA) 1792
(JEDREK) 346           receives (MDROZDZIOK9595) 1179  and sends to (DENINIS) 506
(JENNY70) 2202                     does not trade
(JENNY70) 2203                     does not trade
(JENNY70) 2206                     does not trade
(JENNY70) 2207                     does not trade
(JENNY70) 2208                     does not trade
(JENNY70) 2210         receives (ANOPTICHTYS) 1623     and sends to (MARCINGIELEWSKI) 1094
(JENNY70) 2212                     does not trade
(JENNY70) 2216         receives (DENINIS) 494          and sends to (BRILLOWSKI) 1790
(JENNY70) 2223                     does not trade
(JENNY70) 2226                     does not trade
(JENNY70) 2229                     does not trade
(JENNY70) 2231                     does not trade
(JENNY70) 2232                     does not trade
(JENNY70) 2233                     does not trade
(JENNY70) 2234                     does not trade
(JENNY70) 2235                     does not trade
(JENNY70) 2237                     does not trade
(JENNY70) 2238                     does not trade
(JENNY70) 2239         receives (JAKUBWAKIEC) 676      and sends to (CHARLIEVEGAN) 1139
(JENNY70) 2241                     does not trade
(JENNY70) 2242                     does not trade
(JENNY70) 2243                     does not trade
(JENNY70) 2244         receives (MAGUN071) 516         and sends to (PANNORY) 688
(JENNY70) 2245         receives (MUDIABC) 1241         and sends to (PUSHEENEIRO) 813
(JENNY70) 2246                     does not trade
(JENNY70) 2248                     does not trade
(JENNY70) 2250                     does not trade
(JENNY70) 2251                     does not trade
(JENNY70) 2252                     does not trade
(JENNY70) 2254                     does not trade
(JENNY70) 2255                     does not trade
(JENNY70) 2256                     does not trade
(JENNY70) 2259                     does not trade
(JENNY70) 2260                     does not trade
(JENNY70) 2261                     does not trade
(JENNY70) 2262                     does not trade
(JENNY70) 2264                     does not trade
(JENNY70) 2265                     does not trade
(JENNY70) 2267                     does not trade
(JIMI_) 1813           receives (RAZUL) 2171           and sends to (RYSKAL) 1148
(JIMTERR) 2094                     does not trade
(JIMTERR) 2108         receives (PANCOR) 2283          and sends to (GRUNWALD) 491
(JNOWACZY) 425                     does not trade
(JNOWACZY) 426                     does not trade
(JNOWACZY) 427         receives (PATRYKGALKA) 93       and sends to (GRUNWALD) 490
(JNOWACZY) 428                     does not trade
(JNOWACZY) 429                     does not trade
(JNOWACZY) 430                     does not trade
(JNOWACZY) 431         receives (GARG) 1405            and sends to (BART HENRY) 2240
(JNOWACZY) 432                     does not trade
(JNOWACZY) 433                     does not trade
(JNOWACZY) 434         receives (PATRYKGALKA) 118      and sends to (MANKOSLAW) 2109
(JNOWACZY) 435                     does not trade
(JOANNAALICJA) 1289    receives (KRYSTEK) 714          and sends to (KROMKA) 518
(JOANNAALICJA) 294     receives (KONRADSTPN) 256       and sends to (PROPI) 1168
(JOANNAALICJA) 296                 does not trade
(JOANNAALICJA) 298     receives (MARKOO) 2584          and sends to (ASPENNR) 1677
(JOANNAALICJA) 299     receives (MDROZDZIOK9595) 1185  and sends to (DENINIS) 503
(KALAY) 2635                       does not trade
(KALAY) 670            receives (MAJZOWNIK) 1079       and sends to (PIZZACHIP) 757
(KALAY) 671                        does not trade
(KALAY) 715                        does not trade
(KALAY) 734                        does not trade
(KALAY) 736            receives (PRZEMEK920) 1238      and sends to (MORMAKILL) 48
(KALAY) 742                        does not trade
(KAMINOINNOCENT) 1958              does not trade
(KAMINOINNOCENT) 1959              does not trade
(KAMINOINNOCENT) 1960              does not trade
(KAMINOINNOCENT) 1961              does not trade
(KAMINOINNOCENT) 1962              does not trade
(KAMINOINNOCENT) 1964              does not trade
(KAMINOINNOCENT) 1975              does not trade
(KAMINOINNOCENT) 1977              does not trade
(KAMINOINNOCENT) 1979              does not trade
(KAMINOINNOCENT) 1980              does not trade
(KAMINOINNOCENT) 1981              does not trade
(KAMINOINNOCENT) 1982              does not trade
(KAMINOINNOCENT) 1985              does not trade
(KAMINOINNOCENT) 1987              does not trade
(KAMINOINNOCENT) 1991              does not trade
(KAMINOINNOCENT) 1993  receives (FPS_PYZ) 1708         and sends to (REVACHOLIAN) 550
(KAMINOINNOCENT) 1997              does not trade
(KAMINOINNOCENT) 2003              does not trade
(KARINAR) 1078                     does not trade
(KARINAR) 1901                     does not trade
(KARINAR) 1904                     does not trade
(KARTMAN7) 583                     does not trade
(KARTMAN7) 584                     does not trade
(KARTMAN7) 585                     does not trade
(KARTMAN7) 587         receives (POLO15) 745           and sends to (BAARTOSZZ) 374
(KARTMAN7) 588                     does not trade
(KARTMAN7) 589         receives (JACEKBARBER) 1038     and sends to (PANCOR) 2379
(KARTMAN7) 590                     does not trade
(KARTMAN7) 591         receives (PUSHEENEIRO) 2497     and sends to (ANDRZEYEK) 1818
(KARTMAN7) 592         receives (SWIROFF) 922          and sends to (PATT23R) 1305
(KARTMAN7) 983         receives (RYSKA) 1043           and sends to (TH13TEEN) 1336
(KARTMAN7) 984         receives (AURELIX85) 1286       and sends to (UNKNOWN0) 458
(KASZKIET) 1498                    does not trade
(KASZKIET) 1499        receives (ALUCARD8282) 991      and sends to (NUMERNABIS) 1921
(KASZKIET) 1500                    does not trade
(KASZKIET) 1501                    does not trade
(KASZKIET) 1502                    does not trade
(KASZKIET) 1504                    does not trade
(KASZKIET) 1505                    does not trade
(KASZKIET) 1506                    does not trade
(KASZKIET) 1507                    does not trade
(KASZKIET) 1508                    does not trade
(KATEBASKET) 1471                  does not trade
(KATEBASKET) 1472                  does not trade
(KATEBASKET) 1473                  does not trade
(KATEBASKET) 1474                  does not trade
(KATEBASKET) 1545                  does not trade
(KATERINAILS) 295                  does not trade
(KATERINAILS) 300                  does not trade
(KATERINAILS) 303                  does not trade
(KERUKR) 2012          receives (ADMI99) 223           and sends to (ROPSONIK) 1564
(KERUKR) 2013                      does not trade
(KERUKR) 2014                      does not trade
(KERUKR) 2015                      does not trade
(KERUKR) 2016                      does not trade
(KERUKR) 2017          receives (STASZEK) 2616         and sends to (RODAN77) 956
(KERUKR) 2018                      does not trade
(KERUKR) 2019                      does not trade
(KERUKR) 2020                      does not trade
(KERUKR) 2022                      does not trade
(KERUKR) 2023                      does not trade
(KERUKR) 2024                      does not trade
(KERUKR) 2026                      does not trade
(KERUKR) 2027                      does not trade
(KERUKR) 2028                      does not trade
(KERUKR) 2030                      does not trade
(KERUKR) 2034                      does not trade
(KERUKR) 2035                      does not trade
(KERUKR) 2037                      does not trade
(KICUREK) 1137                     does not trade
(KIVU) 965                         does not trade
(KIVU) 967                         does not trade
(KIVU) 968                         does not trade
(KIVU) 979                         does not trade
